Time,Start Side,Left duration,Right duration,TotalDuration,Resource
"1/14/18, 7:24 PM",,,,15,Wet
"1/15/18, 4:09 AM",,,,15,Wet
"1/15/18, 8:14 AM",,,,15,Wet
"1/15/18, 5:45 PM",,,,15,Wet
"1/15/18, 6:51 PM",,,,15,Mixed
"1/16/18, 3:26 AM",,,,15,Wet
"1/16/18, 8:00 AM",,,,15,Wet
"1/16/18, 8:30 AM",,,,15,Mixed
"1/16/18, 11:00 AM",,,,15,Wet
"1/16/18, 1:00 PM",,,,15,Mixed
"1/16/18, 4:30 PM",,,,15,Mixed
"1/16/18, 6:24 PM",,,,15,Wet
"1/16/18, 7:09 PM",,,,15,Wet
"1/17/18, 1:06 AM",,,,15,Wet
"1/17/18, 4:19 AM",,,,15,Wet
"1/17/18, 7:33 AM",,,,15,Wet
"1/17/18, 10:09 AM",,,,15,Wet
"1/17/18, 1:07 PM",,,,15,Wet
"1/17/18, 4:30 PM",,,,15,Wet
"1/17/18, 5:47 PM",,,,15,Mixed
"1/18/18, 12:15 AM",,,,15,Wet
"1/18/18, 6:24 AM",,,,15,Wet
"1/18/18, 9:01 AM",,,,15,Mixed
"1/18/18, 2:00 PM",,,,15,Mixed
"1/18/18, 4:35 PM",,,,15,Wet
"1/18/18, 6:09 PM",,,,15,Wet
"1/19/18, 5:32 AM",,,,15,Wet
"1/19/18, 7:44 AM",,,,15,Wet
"1/19/18, 8:30 AM",,,,15,Mixed
"1/19/18, 10:30 AM",,,,15,Wet
"1/19/18, 1:00 PM",,,,15,Wet
"1/19/18, 2:30 PM",,,,15,Mixed
"1/19/18, 4:30 PM",,,,15,Wet
"1/19/18, 5:30 PM",,,,15,Dirty
"1/19/18, 6:00 PM",,,,15,Wet
"1/20/18, 4:38 AM",,,,15,Wet
"1/20/18, 8:58 AM",,,,15,Wet
"1/20/18, 12:12 PM",,,,15,Wet
"1/20/18, 2:35 PM",,,,15,Wet
"1/20/18, 5:00 PM",,,,15,Wet
"1/20/18, 6:00 PM",,,,15,Dirty
"1/20/18, 7:35 PM",,,,15,Wet
"1/21/18, 3:28 AM",,,,15,Wet
"1/21/18, 8:18 AM",,,,15,Wet
"1/21/18, 11:55 AM",,,,15,Wet
"1/21/18, 2:48 PM",,,,15,Wet
"1/21/18, 6:55 PM",,,,15,Wet
"1/22/18, 7:50 AM",,,,15,Wet
"1/22/18, 1:30 PM",,,,15,Wet
"1/22/18, 3:30 PM",,,,15,Wet
"1/22/18, 5:00 PM",,,,15,Dirty
"1/22/18, 6:30 PM",,,,15,Wet
"1/23/18, 7:33 AM",,,,15,Wet
"1/23/18, 9:00 AM",,,,15,Wet
"1/23/18, 11:00 AM",,,,15,Wet
"1/23/18, 1:00 PM",,,,15,Wet
"1/23/18, 2:38 PM",,,,15,Wet
"1/23/18, 5:00 PM",,,,15,Wet
"1/23/18, 6:10 PM",,,,15,Wet
"1/24/18, 7:49 AM",,,,15,Wet
"1/24/18, 10:08 AM",,,,15,Mixed
"1/24/18, 3:27 PM",,,,15,Wet
"1/24/18, 6:51 PM",,,,15,Wet
"1/25/18, 7:32 AM",,,,15,Wet
"1/25/18, 10:00 AM",,,,15,Wet
"1/25/18, 12:30 PM",,,,15,Wet
"1/25/18, 4:00 PM",,,,15,Wet
"1/25/18, 5:30 PM",,,,15,Wet
"1/25/18, 7:51 PM",,,,15,Wet
"1/26/18, 12:27 AM",,,,15,Wet
"1/26/18, 7:09 AM",,,,15,Mixed
"1/26/18, 11:08 AM",,,,15,Wet
"1/26/18, 11:30 AM",,,,15,Dirty
"1/26/18, 2:00 PM",,,,15,Wet
"1/26/18, 4:30 PM",,,,15,Wet
"1/26/18, 6:11 PM",,,,15,Wet
"1/27/18, 4:48 AM",,,,15,Wet
"1/27/18, 8:18 AM",,,,15,Wet
"1/27/18, 9:36 AM",,,,15,Wet
"1/27/18, 2:30 PM",,,,15,Wet
"1/27/18, 6:10 PM",,,,15,Wet
"1/28/18, 6:37 AM",,,,15,Wet
"1/28/18, 6:37 AM",,,,15,Wet
"1/28/18, 8:48 AM",,,,15,Wet
"1/28/18, 11:37 AM",,,,15,Wet
"1/28/18, 12:53 PM",,,,15,Wet
"1/28/18, 4:21 PM",,,,15,Wet
"1/28/18, 5:55 PM",,,,15,Wet
"1/28/18, 7:25 PM",,,,15,Wet
"1/29/18, 6:42 AM",,,,15,Wet
"1/29/18, 9:12 AM",,,,15,Wet
"1/29/18, 12:30 PM",,,,15,Wet
"1/29/18, 4:30 PM",,,,15,Wet
"1/29/18, 7:27 PM",,,,15,Wet
"1/30/18, 5:46 AM",,,,15,Wet
"1/30/18, 9:00 AM",,,,15,Wet
"1/30/18, 12:47 PM",,,,15,Wet
"1/30/18, 3:45 PM",,,,15,Wet
"1/30/18, 6:53 PM",,,,15,Dirty
"1/31/18, 4:11 AM",,,,15,Wet
"1/31/18, 8:30 AM",,,,15,Wet
"1/31/18, 12:24 PM",,,,15,Wet
"1/31/18, 1:28 PM",,,,15,Dirty
"1/31/18, 4:25 PM",,,,15,Dirty
"1/31/18, 7:23 PM",,,,15,Wet
